"first_name","last_name","dob","gender","phone","email","address","city","state","zip"
"Esme","Ciani","1972-3-28","M",5124111265.00,"ecianinc@vimeo.com","541 Center Plaza","Austin","TX",78778.00
"Lurette","Ingrey","1968-11-25","F",7149232579.00,"lingreynd@dyndns.org","659 Cody Drive","Anaheim","CA",92812.00
"Kakalina","Purkiss","1974-1-2","F",3366846378.00,"kpurkissne@nymag.com","740 Hollow Ridge Plaza","High Point","NC",27264.00
"Licha","Lowsely","1963-4-7","F",3108255481.00,"llowselynf@buzzfeed.com","33 Eastlawn Court","Los Angeles","CA",90020.00
"Cacilia","Potten","1977-4-12","F",9017416070.00,"cpottenng@slate.com","708 Sherman Terrace","Memphis","TN",38150.00
"Berny","Gheeorghie","1993-1-16","M",2299501946.00,"bgheeorghienh@redcross.org","3 Stoughton Lane","Albany","GA",31704.00
"Lorri","Daft","1996-1-7","F",5716409919.00,"ldaftni@usa.gov","89 Elmside Hill","Arlington","VA",22244.00
"Hector","Bruyntjes","1957-4-28","M",3209374097.00,"hbruyntjesnj@posterous.com","3 Bellgrove Place","Saint Cloud","MN",56372.00
"Gayle","Aitkin","1980-11-9","F",2548337681.00,"gaitkinnk@boston.com","91761 Everett Court","Waco","TX",76705.00
"Lief","Lynn","1965-7-15","M",8014101089.00,"llynnnl@typepad.com","89 Meadow Ridge Parkway","Salt Lake City","UT",84120.00
"Terrance","Nassey","1992-9-1","M",8598088866.00,"tnasseynm@engadget.com","865 Heath Alley","Lexington","KY",40510.00
"Tiphanie","Arnli","1961-6-6","F",7271803610.00,"tarnlinn@macromedia.com","0 Muir Place","Saint Petersburg","FL",33742.00
"Tallou","Norgan","1995-6-22","F",9011004799.00,"tnorganno@answers.com","71813 Reindahl Crossing","Memphis","TN",38150.00
"Valeria","Cawood","1982-7-29","F",7169978715.00,"vcawoodnp@twitter.com","2 Carioca Lane","Buffalo","NY",14220.00
"Carley","Jeacock","2001-2-12","F",7188275529.00,"cjeacocknq@sogou.com","40917 Summerview Street","Bronx","NY",10459.00
"Philomena","Inch","1981-8-29","F",4693399248.00,"pinchnr@typepad.com","7758 Badeau Terrace","Dallas","TX",75342.00
"Alfons","De Bruyne","1959-9-22","M",4046152082.00,"adebruynens@digg.com","12880 Dryden Lane","Atlanta","GA",30386.00
"Tyler","Amdohr","1957-12-9","M",5619206856.00,"tamdohrnt@fema.gov","91942 Derek Road","Lake Worth","FL",33467.00
"Luise","Bowness","1980-11-3","F",2028417130.00,"lbownessnu@chronoengine.com","582 Declaration Pass","Washington","DC",20022.00
"Tripp","Pudner","1997-9-10","M",2098380347.00,"tpudnernv@psu.edu","76690 Erie Center","Modesto","CA",95397.00
"Sunny","Jina","1985-5-15","F",5188863528.00,"sjinanw@unesco.org","9 Lighthouse Bay Plaza","Albany","NY",12222.00
"Robbie","Folger","1986-9-22","M",8142950246.00,"rfolgernx@techcrunch.com","0 Hintze Drive","Erie","PA",16534.00
"Kendricks","Sturridge","1988-8-4","M",7026059920.00,"ksturridgeny@independent.co.uk","42990 Magdeline Avenue","Las Vegas","NV",89140.00
"Carree","Collison","2003-7-10","F",9512817737.00,"ccollisonnz@mapy.cz","9 Caliangt Avenue","Riverside","CA",92519.00
"Chandal","Lahrs","1987-6-6","F",4028050611.00,"clahrso0@free.fr","91 Gulseth Court","Omaha","NE",68164.00
"Francis","Alvares","1972-10-18","M",5129737279.00,"falvareso1@drupal.org","3 Rowland Alley","Austin","TX",78789.00
"Waldemar","MacGeaney","1985-1-20","M",2024845537.00,"wmacgeaneyo2@drupal.org","0 Village Pass","Washington","DC",20260.00
"Ilyssa","Mohring","1995-2-5","F",3168761546.00,"imohringo3@arstechnica.com","091 Westport Place","Wichita","KS",67220.00
"Caldwell","Craiker","1998-4-2","M",5027995996.00,"ccraikero4@japanpost.jp","2 Fremont Parkway","Louisville","KY",40220.00
"Evangelina","Cattach","1990-5-1","F",4102058586.00,"ecattacho5@icio.us","22733 Riverside Trail","Baltimore","MD",21211.00
"Debor","Jakeman","1965-7-18","F",8069020474.00,"djakemano6@newyorker.com","8 Memorial Court","Amarillo","TX",79171.00
"Milly","McQuirk","1962-9-16","F",2139635074.00,"mmcquirko7@guardian.co.uk","3372 Shelley Point","Los Angeles","CA",90087.00
"Elton","Greg","1968-8-5","M",2092001755.00,"egrego8@usgs.gov","28 Novick Plaza","Stockton","CA",95219.00
"Barrett","Gretton","1980-7-20","M",8044847266.00,"bgrettono9@bbb.org","20 Myrtle Drive","Hampton","VA",23663.00
"Deva","Cotelard","1995-8-31","F",9136365097.00,"dcotelardoa@hc360.com","40 Victoria Crossing","Shawnee Mission","KS",66286.00
"Rocky","Paslow","1950-3-31","M",8147754064.00,"rpaslowob@canalblog.com","56018 Manitowish Terrace","Erie","PA",16550.00
"Deb","Lipgens","1994-9-2","F",4077177526.00,"dlipgensoc@oracle.com","9445 6th Plaza","Orlando","FL",32830.00
"Kaine","Dabnor","1987-7-13","M",7015422507.00,"kdabnorod@is.gd","5 Talmadge Court","Bismarck","ND",58505.00
"Guy","Wingham","1995-5-2","M",2023378948.00,"gwinghamoe@harvard.edu","9 Stone Corner Drive","Washington","DC",20392.00
"Jeanette","Sharpus","2000-7-30","F",4052866594.00,"jsharpusof@multiply.com","54209 Waxwing Avenue","Oklahoma City","OK",73197.00
"Bamby","Mowett","1965-3-14","F",7192685140.00,"bmowettog@parallels.com","2 Loftsgordon Court","Colorado Springs","CO",80940.00
"Nikolos","Devany","1994-4-3","M",8287925868.00,"ndevanyoh@gizmodo.com","5689 7th Avenue","Asheville","NC",28815.00
"Clementia","Hearle","1973-5-12","F",2101369837.00,"chearleoi@businesswire.com","49 Erie Point","San Antonio","TX",78278.00
"Nanete","Sansam","1969-2-5","F",5097400713.00,"nsansamoj@oaic.gov.au","104 Hoepker Circle","Yakima","WA",98907.00
"Edita","Visco","1979-4-25","F",8017775059.00,"eviscook@dmoz.org","49 Harbort Terrace","Salt Lake City","UT",84115.00
"Kandace","Gutowski","1970-7-10","F",4329298174.00,"kgutowskiol@123-reg.co.uk","150 Blue Bill Park Plaza","Midland","TX",79710.00
"Kelila","Sorsbie","1954-11-17","F",8301324485.00,"ksorsbieom@cdbaby.com","16195 Green Point","San Antonio","TX",78230.00
"Rhett","Huniwall","1968-1-13","M",4052418678.00,"rhuniwallon@ning.com","4 Duke Parkway","Oklahoma City","OK",73173.00
"Barbara","Gotcher","1963-3-24","F",5406716208.00,"bgotcheroo@yandex.ru","653 Boyd Way","Roanoke","VA",24020.00
"Fritz","Murphy","1991-2-9","M",7124964240.00,"fmurphyop@rakuten.co.jp","2 Buena Vista Park","Omaha","NE",68134.00
"Giles","Chezelle","1960-1-29","M",2037320712.00,"gchezelleoq@wisc.edu","5948 Carey Center","Danbury","CT",6816.00
"Jacklin","Sangster","1974-10-17","F",5151232204.00,"jsangsteror@hibu.com","3 Karstens Hill","Des Moines","IA",50310.00
"Michel","Dorning","1959-3-19","F",9494705099.00,"mdorningos@google.nl","97942 Hagan Terrace","Irvine","CA",92612.00
"Kevan","Lamkin","1993-5-1","M",4697920579.00,"klamkinot@prweb.com","6 7th Parkway","Dallas","TX",75241.00
"Goddard","Peerman","1951-10-7","M",2135073400.00,"gpeermanou@yolasite.com","6 Mitchell Road","Santa Ana","CA",92705.00
"Pate","Hanson","1955-7-14","M",2607038291.00,"phansonov@flickr.com","48 Dapin Hill","Fort Wayne","IN",46825.00
"Feodor","Tordiffe","1981-7-9","M",7063227449.00,"ftordiffeow@dmoz.org","6172 Sugar Terrace","Columbus","GA",31998.00
"Freddie","Liveley","1993-2-13","F",5056736419.00,"fliveleyox@dailymotion.com","1 Jana Pass","Albuquerque","NM",87190.00
"Melany","Rawes","1962-11-25","F",6057177069.00,"mrawesoy@youtube.com","0963 Westridge Way","Sioux Falls","SD",57105.00
"Felic","Landsberg","1971-9-12","M",2819015731.00,"flandsbergoz@google.com","1277 Delladonna Way","Houston","TX",77010.00
"Prentiss","Hiddsley","1975-11-16","M",8506776414.00,"phiddsleyp0@sourceforge.net","0717 Fordem Alley","Panama City","FL",32412.00
"Zeke","De Simoni","1959-5-8","M",9376590911.00,"zdesimonip1@reuters.com","655 Holmberg Circle","Dayton","OH",45454.00
"Ichabod","Rummin","2000-5-13","M",7571482252.00,"irumminp2@reuters.com","1696 Logan Court","Virginia Beach","VA",23464.00
"Neilla","Whithorn","1968-11-5","F",8038470091.00,"nwhithornp3@amazonaws.com","5 Tony Crossing","Columbia","SC",29203.00
"Lovell","Harce","1994-9-7","M",6018933851.00,"lharcep4@answers.com","299 Union Crossing","Meridian","MS",39305.00
"Ciro","Yule","1998-10-10","M",6171194621.00,"cyulep5@goo.ne.jp","8 Heath Court","Boston","MA",2163.00
"Spike","Bartoszek","1956-3-18","M",4101166767.00,"sbartoszekp6@merriam-webster.com","86776 Grim Avenue","Baltimore","MD",21275.00
"Nikaniki","Satterthwaite","1967-5-7","F",2541627851.00,"nsatterthwaitep7@prlog.org","853 North Parkway","Gatesville","TX",76598.00
"Ogden","De Santos","1967-3-6","M",2607209431.00,"odesantosp8@newsvine.com","2 Golf Course Park","Fort Wayne","IN",46867.00
"Burk","Hudless","1972-1-7","M",9367007457.00,"bhudlessp9@smh.com.au","565 Montana Trail","Conroe","TX",77305.00
"Herta","Bachura","1985-12-13","F",6161832161.00,"hbachurapa@parallels.com","21556 Birchwood Trail","Grand Rapids","MI",49544.00
"Davin","Braithwait","1955-7-8","M",3349491905.00,"dbraithwaitpb@mozilla.org","9466 Luster Center","Montgomery","AL",36195.00
"Hilary","Shermore","1952-12-24","M",8655712121.00,"hshermorepc@webmd.com","4890 6th Lane","Knoxville","TN",37914.00
"Michel","Seneschal","1979-9-20","M",5027824919.00,"mseneschalpd@whitehouse.gov","91827 Graceland Lane","Louisville","KY",40250.00
"Alleen","Dossantos","1998-9-1","F",2028315187.00,"adossantospe@fc2.com","49 Chinook Point","Washington","DC",20557.00
"Shaine","Cornthwaite","2001-2-27","M",4805363830.00,"scornthwaitepf@va.gov","258 3rd Trail","Tempe","AZ",85284.00
"Letitia","Verman","1973-9-26","F",8049490135.00,"lvermanpg@reuters.com","4 Londonderry Avenue","Richmond","VA",23272.00
"Trev","Blezard","1953-11-11","M",6022731369.00,"tblezardph@bloomberg.com","221 Green Ridge Place","Phoenix","AZ",85040.00
"Clyve","Sorro","2002-9-24","M",3051340028.00,"csorropi@fc2.com","26771 Mariners Cove Hill","Miami","FL",33283.00
"Kirstin","Jedraszek","1987-10-26","F",2169641290.00,"kjedraszekpj@last.fm","09112 Sachtjen Parkway","Cleveland","OH",44185.00
"Del","Vinton","2002-1-9","F",8161296128.00,"dvintonpk@ucsd.edu","04 Dovetail Court","Kansas City","MO",64187.00
"Nissie","Fibben","1953-9-7","F",9152933815.00,"nfibbenpl@csmonitor.com","96761 Coleman Drive","El Paso","TX",88519.00
"Lucian","Saintsbury","1994-9-15","M",5057655183.00,"lsaintsburypm@geocities.jp","785 Valley Edge Crossing","Albuquerque","NM",87201.00
"Genni","Corneliussen","1984-10-14","F",6014173371.00,"gcorneliussenpn@usatoday.com","90 Lakeland Pass","Meridian","MS",39305.00
"Corrie","Tregonna","1969-1-12","M",9134241679.00,"ctregonnapo@guardian.co.uk","9722 Bobwhite Plaza","Shawnee Mission","KS",66205.00
"Alexandrina","Comfort","1985-1-29","F",3092603121.00,"acomfortpp@hibu.com","7175 Beilfuss Crossing","Peoria","IL",61629.00
"Elbertina","Oganesian","1980-3-31","F",7708379552.00,"eoganesianpq@hud.gov","734 Oneill Road","Atlanta","GA",30316.00
"Zane","Auger","1959-11-28","M",5137448612.00,"zaugerpr@nymag.com","70183 Granby Center","Cincinnati","OH",45228.00
"Reed","Warham","1976-3-29","M",2016568698.00,"rwarhamps@reddit.com","92 Melrose Street","Paterson","NJ",7522.00
"Sergio","Greenier","1998-3-6","M",2036772860.00,"sgreenierpt@parallels.com","427 Warbler Crossing","Fairfield","CT",6825.00
"Rand","Hruska","1951-3-2","M",5169495443.00,"rhruskapu@patch.com","324 Burning Wood Place","Port Washington","NY",11054.00
"Elna","Smewings","1962-7-13","F",8188442940.00,"esmewingspv@godaddy.com","2967 Fallview Lane","Van Nuys","CA",91406.00
"Randi","Hook","1999-10-30","M",2123573944.00,"rhookpw@fastcompany.com","32 Truax Park","New York City","NY",10125.00
"Marabel","Slyman","1984-10-26","F",3043370834.00,"mslymanpx@whitehouse.gov","2783 Waywood Drive","Huntington","WV",25775.00
"Cissiee","Romain","1970-8-24","F",3057420354.00,"cromainpy@miitbeian.gov.cn","2673 Thierer Circle","Miami Beach","FL",33141.00
"Griffith","Kisting","1994-1-19","M",7176251102.00,"gkistingpz@blogs.com","931 Hanover Street","Harrisburg","PA",17121.00
"Karie","Westhead","1952-7-28","F",8184939202.00,"kwestheadq0@marketwatch.com","2713 Anhalt Terrace","Brea","CA",92822.00
"Brnaba","Riddlesden","1978-11-24","M",8176498067.00,"briddlesdenq1@nydailynews.com","3 Helena Place","Fort Worth","TX",76134.00
"Maxy","Ashleigh","1962-1-13","M",2108276154.00,"mashleighq2@quantcast.com","739 Summer Ridge Road","San Antonio","TX",78255.00
"Hedwig","Haslum","1992-2-15","F",8433680623.00,"hhaslumq3@craigslist.org","92 Gale Pass","Charleston","SC",29403.00
"Eydie","Chedgey","1997-5-15","F",3617063554.00,"echedgeyq4@ehow.com","17 Browning Trail","Corpus Christi","TX",78470.00
"Jolee","Dyton","1983-1-22","F",6785652345.00,"jdytonq5@patch.com","8 Coolidge Hill","Decatur","GA",30089.00
"Dukey","Siverns","1979-7-20","M",9173850268.00,"dsivernsq6@sogou.com","62768 Killdeer Plaza","Bronx","NY",10459.00
"Brittany","McTaggart","1995-1-15","F",9712632095.00,"bmctaggartq7@unesco.org","5 Mockingbird Circle","Portland","OR",97255.00
"Phillipp","Gariff","2001-1-18","M",5713880372.00,"pgariffq8@vinaora.com","5 Golf Course Lane","Falls Church","VA",22047.00
"Hewitt","Arthy","1969-11-12","M",3234227774.00,"harthyq9@tamu.edu","91 Shelley Plaza","North Hollywood","CA",91606.00
"Bob","Penhallurick","1992-9-6","M",2025199998.00,"bpenhallurickqa@abc.net.au","0 Mesta Trail","Washington","DC",20525.00
"Magdalena","Wyne","1988-4-19","F",6611117598.00,"mwyneqb@upenn.edu","82 La Follette Center","Palmdale","CA",93591.00
"Rivalee","Flowers","1979-8-11","F",8175750452.00,"rflowersqc@prweb.com","1 Everett Pass","Fort Worth","TX",76134.00
"Ambrose","Akester","2000-8-31","M",3165598859.00,"aakesterqd@geocities.jp","68 5th Drive","Wichita","KS",67236.00
"Janna","Coltherd","1952-6-26","F",3525928817.00,"jcoltherdqe@bing.com","6 Lakeland Lane","Spring Hill","FL",34611.00
"Rickard","Brickett","2002-2-23","M",5121476842.00,"rbrickettqf@ehow.com","659 Stone Corner Place","Austin","TX",78789.00
"Kahaleel","Powrie","1985-3-6","M",2024692127.00,"kpowrieqg@cbc.ca","38738 3rd Point","Washington","DC",20566.00
"Gaye","Wapple","1995-8-11","F",3127028257.00,"gwappleqh@edublogs.org","521 Hoard Road","Chicago","IL",60636.00
"Cosmo","Wytchard","1991-11-3","M",7348687603.00,"cwytchardqi@nasa.gov","4 East Center","Dearborn","MI",48126.00
"Hyacinthe","Josephov","2002-2-22","F",9041798769.00,"hjosephovqj@dell.com","52 Marquette Hill","Jacksonville","FL",32244.00
"Aila","Imlen","1987-3-28","F",3038290162.00,"aimlenqk@state.tx.us","4 Hazelcrest Court","Denver","CO",80299.00
"Gayla","Bradbrook","1962-11-17","F",4135128748.00,"gbradbrookql@aboutads.info","122 Superior Junction","Springfield","MA",1114.00
"Doe","Spurdens","1965-8-4","F",6108051427.00,"dspurdensqm@whitehouse.gov","1 7th Way","Bethlehem","PA",18018.00
"Odilia","Dumbelton","2000-6-1","F",5623584194.00,"odumbeltonqn@yahoo.com","81160 Lotheville Crossing","Huntington Beach","CA",92648.00
"Andra","Hogbourne","1977-9-3","F",8134638271.00,"ahogbourneqo@ebay.co.uk","01 American Ash Junction","Zephyrhills","FL",33543.00
"Gus","Gilliland","1992-9-16","M",7276787851.00,"ggillilandqp@gov.uk","9 Waxwing Road","Clearwater","FL",34629.00
"Carma","Bouzek","1994-12-21","F",3099356536.00,"cbouzekqq@patch.com","88473 Express Place","Carol Stream","IL",60158.00
"Laraine","Wildes","1996-10-30","F",7049268890.00,"lwildesqr@marketwatch.com","07 Stoughton Trail","Charlotte","NC",28284.00
"Bev","Kohlert","1962-9-12","F",2069679041.00,"bkohlertqs@wordpress.org","974 Oneill Court","Seattle","WA",98115.00
"Harvey","Cuffe","1978-12-26","M",5713282848.00,"hcuffeqt@adobe.com","61 International Avenue","Alexandria","VA",22313.00
"Boigie","Francois","1982-4-29","M",7575728897.00,"bfrancoisqu@sohu.com","41794 Montana Trail","Norfolk","VA",23504.00
"Elisabet","Brunner","1987-2-6","F",2094354273.00,"ebrunnerqv@bluehost.com","693 Northport Terrace","Hayward","CA",94544.00
"Gerladina","Pargent","2002-12-11","F",2027884234.00,"gpargentqw@pcworld.com","5 Carpenter Point","Alexandria","VA",22301.00
"Elsie","Evason","1977-10-16","F",5136874040.00,"eevasonqx@shinystat.com","9 Knutson Street","Cincinnati","OH",45203.00
"Tobit","Chippendale","2000-6-26","M",3617432791.00,"tchippendaleqy@com.com","2 Debra Way","Corpus Christi","TX",78465.00
"Thacher","Gillion","1951-9-6","M",2169862211.00,"tgillionqz@timesonline.co.uk","0929 Merchant Circle","Cleveland","OH",44125.00
"Lorna","McConville","1957-10-23","F",7145442257.00,"lmcconviller0@nyu.edu","37363 Eagle Crest Trail","Fullerton","CA",92835.00
"Milton","Geaney","1968-10-19","M",4786464181.00,"mgeaneyr1@tripadvisor.com","247 Dixon Road","Macon","GA",31296.00
"Luciana","Northing","1993-3-1","F",8186883677.00,"lnorthingr2@google.com","848 Mccormick Junction","Glendale","CA",91205.00
"Giff","Lamplough","1977-4-17","M",2035165725.00,"glamploughr3@rakuten.co.jp","7 Sloan Center","Fairfield","CT",6825.00
"Nora","Gilling","1995-11-2","F",6196845818.00,"ngillingr4@de.vu","964 Mayfield Plaza","San Diego","CA",92115.00
"Rhett","Chitty","1960-11-21","M",5614404874.00,"rchittyr5@fotki.com","60165 Fremont Alley","Boynton Beach","FL",33436.00
"Viviana","Lightewood","1975-8-12","F",3191704059.00,"vlightewoodr6@spiegel.de","4572 Morning Parkway","Cedar Rapids","IA",52410.00
"Billie","Petters","1988-5-8","M",8147169823.00,"bpettersr7@blogspot.com","7 Hoepker Drive","Erie","PA",16534.00
"Lammond","Garnam","1997-7-25","M",2813624344.00,"lgarnamr8@edublogs.org","1 Gina Pass","Houston","TX",77085.00
"Hewett","Cossans","1955-6-26","M",7182584481.00,"hcossansr9@bloglines.com","3 Marcy Center","Brooklyn","NY",11220.00
"Ernestine","Devita","1969-5-3","F",5713062706.00,"edevitara@ihg.com","1 Manufacturers Plaza","Merrifield","VA",22119.00
"Mort","Ferrone","1972-11-17","M",7708708886.00,"mferronerb@yellowbook.com","6 Grover Place","Duluth","GA",30096.00
"Amos","Le Monnier","1960-3-12","M",9157703841.00,"alemonnierrc@google.nl","56383 Claremont Junction","El Paso","TX",88541.00
"Lynnett","Shillaker","1988-5-17","F",3177656961.00,"lshillakerrd@google.ru","92658 Center Parkway","Indianapolis","IN",46221.00
"Odelle","Bagnold","1969-12-1","F",2561568880.00,"obagnoldre@slate.com","6425 Spenser Drive","Huntsville","AL",35815.00
"Nial","Acutt","1981-10-11","M",8603177318.00,"nacuttrf@kickstarter.com","83978 Golf View Court","Hartford","CT",6183.00
"Axel","Grayne","1953-10-10","M",3102715800.00,"agraynerg@columbia.edu","75001 Briar Crest Pass","Palo Alto","CA",94302.00
"Tanney","Prew","1979-1-16","M",4041488892.00,"tprewrh@telegraph.co.uk","0164 Donald Lane","Atlanta","GA",30351.00
"Vanya","Sarra","2000-5-12","M",6018837923.00,"vsarrari@reference.com","751 Warbler Plaza","Jackson","MS",39296.00
"Caresse","Shiell","1978-2-3","F",9037154658.00,"cshiellrj@narod.ru","92789 Sunnyside Center","Longview","TX",75605.00
"Cam","Rantoul","1972-8-4","M",2085281095.00,"crantoulrk@ed.gov","04 Hermina Street","Boise","ID",83705.00
"Leif","Scurman","1984-11-13","M",3177390489.00,"lscurmanrl@cisco.com","4533 Mayfield Way","Indianapolis","IN",46226.00
"Afton","Sheen","1970-1-25","F",5132327883.00,"asheenrm@behance.net","21 Badeau Center","Cincinnati","OH",45254.00
"Chandler","Fouch","1971-8-7","M",3475728772.00,"cfouchrn@printfriendly.com","3321 Marquette Trail","Brooklyn","NY",11241.00
"Natal","Wolfinger","1999-9-4","M",7543212822.00,"nwolfingerro@wp.com","33464 Buena Vista Circle","Fort Lauderdale","FL",33355.00
"Goddard","MacArte","1950-12-23","M",8042111567.00,"gmacarterp@whitehouse.gov","756 Merrick Street","Richmond","VA",23277.00
"Cathee","Ruffles","1955-5-29","F",9711123574.00,"crufflesrq@live.com","1 Thompson Point","Salem","OR",97312.00
"Huberto","Benadette","1961-6-18","M",2023613943.00,"hbenadetterr@csmonitor.com","8 Marquette Place","Washington","DC",20436.00
